step,district,population,perimeter,area,polsby_popper,dem_votes,rep_votes,other_votes
2000,2,825985.0,362911.21368292853,3314962381.6166186,0.3162916252401757,169601,155459,17703
2000,1,810485.0,609393.9379831481,5266222990.442255,0.1782021130050749,142595,219316,23766
2000,3,811644.0,2787196.9651050214,194600345809.68677,0.3147879873325012,83922,282730,16707
2000,4,823502.0,1256109.1514674001,16627145120.456793,0.13242585691828032,164164,207635,23044
2020,2,811862.0,2192631.1074118037,173737524787.90973,0.45412180083225445,83443,272216,18398
2020,1,819553.0,1097562.161480296,14600106866.541054,0.15230271527905676,151665,220801,23488
2020,3,824981.0,422340.9197539962,2229399674.163237,0.1570621270151277,207513,146090,17931
2020,4,815220.0,871209.690996849,29241644973.588306,0.4841347636715779,117661,226033,21403
2040,2,825728.0,1930866.3782873505,53154562868.38766,0.1791620298772891,110099,241432,20848
2040,1,824669.0,919549.7068938083,13341514037.336514,0.19827344883590614,173509,147647,17314
2040,3,811202.0,2932245.371276752,150740826164.22134,0.220313006138463,116656,249889,19905
2040,4,810017.0,488783.9405466784,2571773232.256879,0.13527223921501313,160018,226172,23153
2060,2,819580.0,2993831.333559959,182914576178.36423,0.25645048237362433,91182,273053,17399
2060,1,811083.0,430745.78812828194,2193998964.4385557,0.14859500233571574,199204,189840,20441
2060,3,820984.0,1134487.35145583,13264326686.572592,0.12950774965966744,104947,228225,23079
2060,4,819969.0,1097515.9453422,21435774472.827034,0.22362861078328566,164949,174022,20301
2080,2,824879.0,613944.124522203,6691315958.348025,0.2230815772466361,173784,198545,22993
2080,1,822099.0,667380.3776990807,5165175583.395234,0.14572970528774853,141867,197972,20201
2080,3,813979.0,2921989.2356462586,207195021781.1656,0.30495233084116885,87747,276581,18168
2080,4,810659.0,260101.7379258272,757162979.2937529,0.14064125313429168,156884,192042,19858
2100,2,820189.0,740100.7266029145,3742938079.628389,0.08586987790351787,143651,232585,23372
2100,1,823078.0,1244332.9295329424,50785996783.49503,0.4121740601320454,116987,217770,20172
2100,3,817817.0,2348563.4369188347,163155908804.04605,0.37171328236526424,100868,262131,19637
2100,4,810532.0,524250.1504464993,2123832635.0329742,0.0971075565511996,198776,152654,18039
2120,2,813120.0,3128854.0614087754,178132244690.41898,0.22865557297894992,97061,269341,19653
2120,1,823760.0,348829.83715831116,1334941087.9048471,0.13786204421266723,199169,156591,18173
2120,3,812381.0,1216847.124569904,18796648373.99028,0.15952113861554099,104243,233835,22488
2120,4,822355.0,921584.4158023092,21544842149.88836,0.3187740325034109,159809,205373,20906
2140,2,822577.0,845408.233918693,27622167510.50388,0.48566261278339523,119809,232708,22606
2140,1,816422.0,2456209.9535090216,182444042623.7096,0.38002185797001015,98919,240990,15457
2140,3,814480.0,737647.3600117206,6719620788.961849,0.15518760979737675,232841,159863,19370
2140,4,818137.0,494274.08217437123,3022845379.027076,0.155485580923836,108713,231579,23787
2160,2,821499.0,2454705.8614914143,186188511284.15637,0.3882968113437205,131960,264214,17879
2160,1,820237.0,887629.276251484,27470239396.920643,0.43813613456975503,120778,231383,22491
2160,3,819171.0,729959.5472891689,5059337399.762409,0.11931798774233168,153270,148442,18158
2160,4,810709.0,273025.856164166,1090588221.3628778,0.18384977876337966,154274,221101,22692
2180,2,823719.0,2719710.6821368,167451217981.40433,0.2844806690924494,165883,237488,17504
2180,1,817008.0,272419.54294724786,1264549683.6266336,0.2141259197191032,167831,211579,21702
2180,3,818514.0,969668.0578170669,18267593331.24767,0.24414341762122482,117991,229162,22042
2180,4,812375.0,1818589.9599691401,32825315305.923805,0.12472375923370678,108577,186911,19972
2200,2,822876.0,1335006.4747601997,21810661885.4624,0.1537842876337183,196944,151278,18828
2200,1,814430.0,625575.3045943431,11581270734.939314,0.3718834798414419,157079,215257,21134
2200,3,821940.0,775185.0822595073,14284659939.475475,0.2987232028309753,119061,232697,22558
2200,4,812370.0,2317610.687862061,172132083742.32535,0.4027084293293928,87198,265908,18700
2220,2,819068.0,778426.6991899922,18911722658.014862,0.392198120061436,134197,201948,19918
2220,1,824556.0,576443.9927905262,2933390163.3596506,0.11093420105611033,217037,169660,21010
2220,3,813935.0,1889997.188150663,132544058867.37679,0.4662811014415464,92665,261069,20096
2220,4,814057.0,2229309.7325939056,65419504613.45118,0.16541553391558514,116383,232463,20196
2240,2,818944.0,391757.70704690466,2529977263.1815095,0.20715307482851492,166082,210084,23884
2240,1,817687.0,1844999.5424452825,48004588590.17564,0.17721484143606278,118696,232692,20518
2240,3,818196.0,819964.3287055772,7999019255.616538,0.14950533391915805,183064,144304,17920
2240,4,816789.0,2538243.1664146613,161275091193.2287,0.31456522424795674,92440,278060,18898
2260,2,812344.0,288586.7341126144,1423986500.9133885,0.21486367995362515,155224,214196,21778
2260,1,816019.0,2132935.524403693,146639772463.10104,0.405047715445843,87646,258542,19694
2260,3,819171.0,2093973.5858801156,68706061701.77165,0.19690761913114505,116048,234822,19793
2260,4,824082.0,516705.77709553146,3038855636.4163017,0.14303202870283202,201364,157580,19955
2280,2,814137.0,2256641.735778354,141225832034.59122,0.3484967835158704,87535,269540,19953
2280,1,815013.0,784480.4034236686,6477814542.106772,0.13227390520185234,197834,204476,22447
2280,3,817196.0,2157765.395889774,69528369757.51764,0.18765643540121957,107912,239267,20681
2280,4,825270.0,455949.47693065094,2576659967.986734,0.155751963568948,167001,151857,18139
2300,2,816049.0,1190222.3553898945,17948927868.023785,0.1592180020855341,135115,238836,21672
2300,1,820532.0,1942066.4952925232,45431732785.803314,0.1513704052647191,112188,239268,21332
2300,3,824074.0,347471.6489241682,3504723109.8028197,0.36477479821605824,211005,131970,17874
2300,4,810961.0,3000160.9522840837,152923292538.57242,0.21349828731722315,101974,255066,20342
2320,2,823791.0,413807.672060296,3186771657.173168,0.23386419375535308,184047,164431,19431
2320,1,818706.0,3017127.169319666,200917491105.60556,0.27735779692482826,95294,266619,17516
2320,3,813114.0,489403.94435716106,3241171502.2151656,0.17005012100474157,170376,192812,19473
2320,4,816005.0,1027875.9583244456,12463242037.208628,0.14823797606655412,110565,241278,24800
2340,2,820041.0,266917.0718403072,931343651.8798734,0.16427335199913454,170127,184001,19127
2340,1,812091.0,2781298.791610377,195458209550.61676,0.31751809917895,90459,266727,17600
2340,3,824690.0,944443.6694995859,18848330605.583714,0.2655404182725585,128310,234465,24270
