step,district,population,perimeter,area,polsby_popper
5720,3,815366.0,929556.551804128,22646200354.8172,0.32934689757851004
5720,4,819186.0,1187813.297108814,30066733224.734715,0.2677933220202587
5740,2,813680.0,816310.6678734065,27953737158.493504,0.5271555669453705
5740,1,815935.0,488673.36094283976,2900269794.5164213,0.15261981881435221
5740,3,825700.0,2189912.976739265,152756761199.27966,0.40027327223406256
5740,4,816301.0,1191188.8062219883,36197908149.91274,0.3205768302657935
5760,2,810338.0,817213.8023463563,27724869425.64695,0.5216845648466842
5760,1,818428.0,1005376.145456663,16704239039.412918,0.20767269897442903
5760,3,824182.0,2361969.4411288784,133201314151.40848,0.300033552798999
5760,4,818668.0,1190291.499256182,42178253685.733955,0.37410352005952746
5780,2,822197.0,1092145.4029715112,29134629984.561874,0.30694350404047277
5780,1,822819.0,324444.26709960506,1856783442.212463,0.22166182748696042
5780,3,813927.0,2074372.014552949,161078312819.63287,0.4704068601570481
5780,4,812673.0,820871.0072929034,27738950055.79512,0.5173090174239534
5800,2,820830.0,1224870.991251861,30497950272.29964,0.25544641810176566
5800,1,822297.0,2202243.940260276,160515281495.99802,0.41590620664230676
5800,3,814979.0,917538.9611549096,27640744390.271347,0.41258227816325255
5800,4,813510.0,265114.82414236414,1154700143.6333628,0.20644818023127548
5820,2,820929.0,706442.0155982419,7446288917.209239,0.18749802823890974
5820,1,820608.0,807630.4246278431,26767789128.225246,0.515699872669149
5820,3,815820.0,1134500.2737579187,28534873298.501717,0.27859710711837704
5820,4,814259.0,2324187.4121939773,157059724958.26617,0.36536959784544226
5840,2,824597.0,787955.6567179228,19694206795.724903,0.3986068911443067
5840,1,815428.0,970753.8353833361,11585729685.035528,0.15449521223049054
5840,3,814196.0,890793.64109493,24308621466.4058,0.38496033050816114
5840,4,817395.0,2196492.858658662,164220118355.03613,0.427736817292105
5860,2,824809.0,873605.4934720681,28403706817.779305,0.46768578776355263
5860,1,811887.0,1081744.8133763976,30381078430.265686,0.3262596806340398
5860,3,811591.0,773786.7607969355,14211896287.01581,0.29827668232600657
5860,4,823329.0,2216988.8534521004,146811994767.14157,0.3753568833426359
5880,2,817761.0,872425.9178672552,26764281826.95754,0.4418840647421992
5880,1,816076.0,827840.9319065324,18070002641.061634,0.33134032066221897
5880,3,821948.0,2368106.0478289817,169948435165.17673,0.38082437695797144
5880,4,815831.0,608215.9503210334,5025956669.006466,0.170731239617083
5900,2,823245.0,845718.3674487304,28443606186.066784,0.4997387147072068
5900,1,815609.0,968536.6600764387,24709360100.651173,0.3310085676263943
5900,3,821633.0,2200325.7123465217,165590701772.36584,0.4298053955166722
5900,4,811129.0,232914.4388505433,1065008243.1185837,0.24670048816137066
5920,2,818253.0,2468680.397657205,173556230834.34436,0.3578659156825007
5920,1,810795.0,852563.2800288798,20290163356.510563,0.3507859258264809
5920,3,822148.0,268814.4675700358,1040845879.2262712,0.1810051842098467
5920,4,820420.0,922156.5363488971,24921436232.121197,0.3682761831485809
5940,2,815843.0,1267990.3327486366,36911251701.18872,0.28849397785550546
5940,1,817831.0,857808.8523744639,19396564592.0231,0.33124828126755446
5940,3,814278.0,864499.6579535686,29299427680.950356,0.49265097840073757
5940,4,823664.0,1974976.4126338593,134201432328.0402,0.4323576909287943
5960,2,824610.0,441587.39417190786,2734392960.0335574,0.17621280187367738
5960,1,810630.0,973158.2727093702,28778421375.18373,0.3818650164990955
5960,3,815843.0,2198518.487276143,169531795948.10623,0.4407585878090866
5960,4,820533.0,851159.6531334366,18764066018.87892,0.32547284374517627
5980,2,817762.0,460075.3802726184,3498222952.218695,0.2076822410052902
5980,1,820421.0,904102.58506244,28459900573.562023,0.4375299838783721
5980,3,810829.0,2235293.1867192527,184667872399.29907,0.4644427853022493
5980,4,822604.0,402840.6597265224,3182680377.122648,0.2464542395922028
6000,2,814708.0,2137628.2086782297,168857890306.45526,0.46437291288081695
6000,1,817057.0,651658.550417477,5651479765.843755,0.1672367984931865
6000,3,820959.0,899553.9341928354,15899308517.590965,0.2469071611501802
6000,4,818892.0,866788.1916317383,29399997712.31247,0.4917350760794724
6020,2,816610.0,1324542.868588217,30290800005.642017,0.21696444518890412
6020,1,811928.0,2043170.4661156698,157967897861.7896,0.47552077806101
6020,3,817747.0,451158.90118318354,3072782080.8457394,0.18970665441748513
6020,4,825331.0,840425.142237739,28477196353.92508,0.5066511364593098
6040,2,817068.0,252404.3272242227,1333817124.0742836,0.2630949792895564
6040,1,823314.0,2302547.4011659767,182544905923.28973,0.43267561839884455
6040,3,813500.0,585078.2341309226,7184989901.396885,0.26375951903230227
6040,4,817734.0,832761.2995444343,28744963353.44159,0.5208714515585097
6060,2,811559.0,256275.06132718548,1113794787.1740043,0.21310927555640907
6060,1,814571.0,2286483.8505244725,187092120012.53397,0.44970641586653515
6060,3,825371.0,418198.2796077677,2760404870.522237,0.1983435880025734
6060,4,820115.0,874753.0155380322,28842356631.972275,0.47366327118906365
6080,2,812361.0,346777.9111231921,1914292178.1149838,0.20003925864973224
6080,1,821172.0,849919.4472340778,28463011801.237144,0.49514817622984814
6080,3,813739.0,843949.6164267166,21144788123.968967,0.3730612675738332
6080,4,824344.0,2114423.7085448187,168286584198.8814,0.47301544304165055
6100,2,812510.0,2298651.2836106257,181760144678.38324,0.4322772105235991
6100,1,825563.0,378130.47699804447,2298386760.966072,0.20199918179736623
6100,3,819484.0,957943.1522136631,29397025020.46367,0.40256292180080655
6100,4,814059.0,507611.2356057638,6353119842.38951,0.3098378419787091
6120,2,815504.0,970256.418174275,15830122333.570778,0.2113105043515058
6120,1,811469.0,718152.1164340532,14201687922.546339,0.34603253913768545
6120,3,820555.0,2085833.6297409022,147571148994.99377,0.4262378300527537
6120,4,824088.0,1195547.7502046516,42205717051.09161,0.37106269461306846
6140,2,825970.0,771507.3288531164,9338670662.068705,0.19715818521338058
6140,1,810782.0,735363.9715303066,14951924286.638401,0.34745795306380534
6140,3,813330.0,1186662.3621108124,42136709020.05588,0.3760244990978471
6140,4,821534.0,1954222.1567446692,153381372333.4395,0.5047015253288769
6160,2,822220.0,1935599.5093461,161396262616.76105,0.5413427577895227
6160,1,811181.0,408761.1548847717,1997977652.675752,0.15026618319928525
6160,3,813022.0,871232.3046091866,29430741077.38517,0.4872402095173066
6160,4,825193.0,930765.5713662643,26983694955.380535,0.39140886842911166
6180,2,822091.0,323782.43498040887,1690507700.8649294,0.20263779351494635
6180,1,815648.0,619358.2826062958,5965890508.437729,0.1954345049630442
6180,3,818209.0,1977654.0991600673,162382783977.07086,0.5217340479352734
6180,4,815668.0,1194496.5556356441,49769494115.829,0.4383321107729113
6200,2,819296.0,849712.2011721104,28557517032.5688,0.4970345741647656
6200,1,817199.0,776390.353302056,6719141741.7617,0.14007589483558613
6200,3,811534.0,1917732.3021470201,157515090658.47668,0.5382153310177208
6200,4,823587.0,906367.2489676462,27016926869.39528,0.4132733521567162
6220,2,812340.0,841839.3371331033,27412707858.061028,0.48607509634434687
6220,1,825528.0,2050699.2275319044,162588255474.974,0.48584204886201093
6220,3,819036.0,427069.0390828325,2130270733.5550215,0.1467737834157021
6220,4,814712.0,831703.2991245268,27677442235.612457,0.5028042832369938
6240,2,820955.0,1089686.538228806,28901006650.446274,0.3058578718963563
6240,1,812371.0,826147.0164693934,27443397658.816753,0.5052811131313723
6240,3,818397.0,346388.928854713,1709300167.5499978,0.17901943972207926
6240,4,819893.0,2293694.721829541,161754971825.3895,0.3863636604579568
6260,2,825271.0,804058.1183692451,16693438281.340687,0.32447465349157206
6260,1,812829.0,419737.06314971106,2149368342.953554,0.15330844305046348
6260,3,817201.0,1979061.44138888,167863650748.37198,0.5385772113104349
6260,4,816315.0,893113.3291440725,33102218929.536335,0.5214994187647356
6280,2,818463.0,473311.99813979573,3137328611.279374,0.17598467350614597
6280,1,817311.0,803577.3694713742,20796256868.89084,0.40470599896046544
6280,3,825265.0,922115.4502627624,28238003938.914875,0.4173239034485757
6280,4,810577.0,1992416.154451347,167637086883.11743,0.5306642863560331
6300,2,812625.0,1076949.9022458731,29733505639.73875,0.3221550755778482
6300,1,822845.0,1028280.5866930991,28904625386.620525,0.3435215097881232
6300,3,811551.0,2096167.4288658048,158713321538.56836,0.45391162736616203
6300,4,824595.0,400479.1062070285,2457223737.2748575,0.19252841702370307
6320,2,812309.0,373748.40796815226,2361879402.1110406,0.2124755097985876
6320,1,826049.0,1078375.4151205693,46280402501.37181,0.5001117230784319
6320,3,823490.0,329666.4854771707,1772571312.6136675,0.20495757974532433
6320,4,809768.0,1971583.9603315543,169393823086.10596,0.547616948869148
6340,2,814022.0,877420.2960352725,29038769041.758503,0.47399385840103747
6340,1,823568.0,1943090.2050183748,53574196715.965065,0.1783116041053091
6340,3,820031.0,812763.630078961,20802060011.45456,0.39571971372194126
6340,4,813995.0,2018686.0511401657,116393650533.02438,0.35892324809604464
6360,2,818670.0,820594.8002944267,27857830344.11048,0.5198758359875199
6360,1,810868.0,2218929.644621537,145013803270.50882,0.37011112734520546
6360,3,818718.0,772075.2787085171,20651440101.723663,0.4353523692307654
6360,4,823360.0,1433266.2175601553,26285602585.859573,0.16079556734602285
6380,2,813981.0,945851.5535966964,28109937922.19067,0.3948424040340615
6380,1,825371.0,2076451.671276999,156979837979.37637,0.45752000208953564
6380,3,821272.0,891510.3559837813,12983463240.725235,0.2052804693075881
6380,4,810992.0,820596.8133105764,21735437159.910263,0.40561928138502096
6400,2,810715.0,2231404.288706633,164968702757.9273,0.41634647920560297
6400,1,824233.0,866060.7024494496,27719305949.301212,0.46440357059394055
6400,3,820010.0,710071.319038311,19598030776.89366,0.48844802411439997
6400,4,816658.0,778978.3696523667,7522636818.080364,0.1557862639309837
6420,2,812010.0,757619.5269479654,20278299694.568146,0.44395513324600844
6420,1,824397.0,905865.0532266417,28669479823.776672,0.4390385607602794
6420,3,817595.0,1146419.1009782515,16764996303.626226,0.1602974077447314
6420,4,817614.0,2350347.9270694666,154095900480.23148,0.35053923609508203
6440,2,816628.0,1292484.9632238045,34364001540.643616,0.25850121901208256
6440,1,817120.0,2079896.2287072917,160447010275.85248,0.46607752182317586
6440,3,812947.0,223828.06803701026,948685124.5587727,0.2379593985887573
6440,4,824921.0,977848.2194867095,24048979361.147705,0.3160556911877998
6460,2,815655.0,2018997.2006923896,153053365248.3352,0.47182539642815335
6460,1,820927.0,377001.026868617,1683503501.4630845,0.1488465667387722
6460,3,812171.0,825922.3894610878,28359603878.782803,0.5224341356204878
6460,4,822863.0,1246275.6299402344,36712203673.62145,0.2970243899453956
6480,2,815208.0,242266.71650704904,1195261674.62847,0.2559088774800536
6480,1,816733.0,1981982.1678610186,155577190361.61447,0.4976870066899596
6480,3,814880.0,1228938.938942581,36118929897.24171,0.3005274378464096
6480,4,824795.0,885408.7045062764,26917294368.717873,0.4314730687505932
6500,2,822789.0,748318.941338054,12398921566.019743,0.2782404713827716
6500,1,813367.0,971445.0481399593,32979630836.18145,0.4391563595975214
6500,3,816575.0,2101885.448468634,171689611190.76813,0.48835517483613267
6500,4,818885.0,418253.5274622503,2740512709.233222,0.19686225689503561
6520,2,820926.0,878088.5978695996,28238117565.63536,0.4602236478630414
6520,1,810490.0,386337.8811055361,2127104059.0574038,0.17908698014525146
6520,3,818720.0,2191240.6659447276,185880307703.0181,0.4864778695425596
6520,4,821480.0,396003.0193228902,3563146974.49168,0.28552662133594625
6540,2,816485.0,915440.9105674959,27975061934.413643,0.4194887196998177
6540,1,825251.0,1957821.3511762186,127526600369.84949,0.41808494149181613
6540,3,818074.0,1265721.3310325935,35133174342.20487,0.2755821323963395
6540,4,811806.0,921819.9126964507,29173839655.734566,0.4314309378578017
6560,2,814878.0,2063451.564818255,160313158366.70242,0.473140882941763
6560,1,810193.0,934849.7869874567,26886228953.8736,0.3865948727035351
6560,3,822866.0,1063789.5272431758,30969863438.550484,0.3439044008511399
6560,4,823679.0,337116.5734026415,1639425543.0760596,0.18127643573635313
6580,2,814064.0,886371.8915845121,18218179983.396744,0.29139554085871733
6580,1,815792.0,522702.7906858708,3948270703.564968,0.18159636365612586
6580,3,816017.0,1995847.044982591,168186215033.3679,0.5305737387483317
6580,4,825743.0,898768.2912953881,29456010581.873024,0.45823505232824924
6600,2,824641.0,1062734.989502652,30765655769.850006,0.3423151193629358
6600,1,817664.0,2141733.183142435,159598638452.17474,0.43722835107879676
6600,3,811010.0,1085573.0083211034,28153125372.883522,0.3002053346499521
6600,4,818301.0,299300.66943941306,1291256707.2943761,0.1811369613594289
6620,2,817528.0,934610.3590276109,29077393345.94066,0.418315690536766
6620,1,819327.0,2407419.908871238,150818392689.8077,0.32700958060608787
6620,3,813736.0,1215851.0979046389,38888088362.04613,0.33057170390460455
6620,4,821025.0,260305.55043743103,1024801904.4080981,0.1900565890350633
6640,2,821349.0,1390736.904439044,43406375389.1298,0.28201579166117124
6640,1,820615.0,808977.6354204846,27744330596.204994,0.5327348203174426
6640,3,814051.0,2330042.4182608235,147149233467.7334,0.34059652551243474
6640,4,815601.0,325261.92800101585,1508736849.1343784,0.17920779559951916
6660,2,814080.0,941094.5385794551,28816319014.065205,0.4088668131533357
6660,1,814795.0,566724.015338992,3931758318.4307876,0.15383439404281357
6660,3,818798.0,2165133.939745511,159551601237.63913,0.4277022109681512
6660,4,823943.0,907811.242144516,27508997732.067398,0.41946286442509584
6680,2,813858.0,1107397.6870756468,33012114226.05331,0.33827973286840096
6680,1,821319.0,2279250.4955926593,157837567777.58612,0.3818001794524952
6680,3,815089.0,926163.0465244716,22555805532.58919,0.33044052837239235
6680,4,821350.0,576257.6462406812,6403188765.973873,0.24231079754126106
6700,2,815213.0,520584.40396632405,3725314581.1440897,0.17273904337700247
6700,1,824687.0,579438.6901351887,12929054012.867266,0.48390669742643405
6700,3,816701.0,1350588.8670731732,39363032082.49635,0.27117651628600886
6700,4,815015.0,2158884.001645768,163791275625.69482,0.44161316654508276
6720,2,812086.0,447833.6896788244,3424888466.100051,0.21459656880610517
6720,1,824535.0,815144.0449623067,29033137369.02417,0.5490793522332743
6720,3,817153.0,2313362.019971135,176017310148.67496,0.4133120255912842
6720,4,817842.0,856229.6101991785,11333340318.403355,0.19426175543128846
6740,2,818597.0,861237.964889618,29105128457.560577,0.49309778576628843
6740,1,823875.0,2244529.657804519,156199908321.67938,0.3896188338281784
6740,3,817148.0,957787.0681103854,33737438942.293667,0.46215114958214537
6740,4,811996.0,239376.2918113729,766200580.6688744,0.1680312548763436
6760,2,825461.0,2231656.926691872,156883075910.4532,0.3958504084258489
6760,1,822228.0,895007.4178792133,28405440052.178772,0.4456132708472526
6760,3,813218.0,824527.6994055974,17676402754.630646,0.3267331895259171
6760,4,810709.0,972210.276218263,16843757584.939861,0.22393832835669145
6780,2,818008.0,815994.512022231,11256785192.64247,0.21244659115922623
6780,1,819190.0,856313.8902993053,25652798672.547764,0.43962121196268766
6780,3,822754.0,1976646.80705995,155130597071.63672,0.4989409820641136
6780,4,811664.0,869760.2555179147,27768495365.375496,0.4612783755001147
6800,2,819127.0,2094067.4057231029,158373761448.62924,0.4538494165788741
6800,1,811481.0,422516.70858218905,3620219695.4922066,0.2548337909329859
6800,3,818339.0,1241454.4440565943,29701837853.125267,0.24217628452225357
6800,4,822669.0,876512.1851612146,28112857304.95576,0.45983173050053405
6820,2,820141.0,1003151.3124382906,24391150667.250175,0.3045855259138399
6820,1,811484.0,980852.6583826782,29406083670.14993,0.3840957534765621
6820,3,817416.0,2171901.8265257715,164014795279.66476,0.4369306482704333
6820,4,822575.0,383731.1967231197,1996646685.1375682,0.1703950088247207
6840,2,819132.0,850738.2248566903,28204859041.478783,0.48971330581246814
6840,1,815299.0,612854.1048900404,6902586331.808464,0.2309444407605431
6840,3,825372.0,2359690.849059975,150077101257.489,0.33869912919547107
6840,4,811813.0,1207881.7800836104,34624129671.42614,0.29822213080323057
6860,2,824635.0,915749.9443892564,25775888221.794674,0.3862510756152076
6860,1,813745.0,832995.1599585171,19547021656.579453,0.35400182598677676
6860,3,814802.0,2258001.827797107,171157777964.3325,0.42184987563944953
6860,4,818434.0,490785.2301119432,3327988459.495804,0.17362357998552147
6880,2,814342.0,988027.376970968,27062482054.97449,0.3483690247583617
6880,1,825490.0,240904.95681703312,1036068289.938497,0.22434003006276118
6880,3,819040.0,1258415.7586459233,39641571812.401855,0.3145664737023663
6880,4,812744.0,2455909.5161808077,152068554144.88754,0.3168287303073658
6900,2,823958.0,961622.7340852357,28147664486.936916,0.38250999302733585
6900,1,814763.0,2257038.997949426,165838452166.57944,0.40908821977500737
6900,3,811732.0,994382.9444820087,22694821677.80714,0.28842261176395023
6900,4,821163.0,394644.1537379968,3127737970.878828,0.2523648582781045
6920,2,825623.0,1002531.3352643598,28951936613.52001,0.36198583100897824
6920,1,811560.0,2150555.562472176,137372569281.44203,0.3732575058565429
6920,3,820401.0,384485.80642398703,3056660199.604035,0.259834252935326
6920,4,814032.0,1730472.0143803144,50427510207.636314,0.21161586776902994
6940,2,819405.0,974291.8360884264,29432304790.895527,0.3896332484817772
6940,1,818775.0,236881.12045231363,1022160818.7487898,0.22891180848334036
6940,3,822661.0,1543529.1137990854,47826740511.793236,0.2522615134043466
6940,4,810775.0,2275919.180100656,141527470180.76486,0.3433499085568579
6960,2,810983.0,2218218.5660729795,165757363326.20486,0.4233251023245855
6960,1,811708.0,938928.7146953661,31859081424.38031,0.4541275733355547
6960,3,824779.0,1122805.325527969,21464849165.95144,0.2139581220464466
6960,4,824146.0,173945.71674352663,727382385.6658455,0.3020961327645961
6980,2,815950.0,873582.9028889998,23123268401.540558,0.3807595744443212
6980,1,817449.0,731692.6909324854,15799463133.71129,0.37084699166404556
6980,3,813174.0,921524.1492541701,17656770427.323383,0.26128091779928836
6980,4,825043.0,2069407.132813074,163229174339.62726,0.4789782186778991
7000,2,823274.0,843759.3292397757,28747167607.44571,0.5074201970286186
7000,1,812554.0,357670.7932488549,1754863916.0739336,0.17237979195782907
7000,3,812899.0,2068594.0551730136,160429675464.6785,0.47113354185653633
7000,4,822889.0,1058934.4927353924,28876969314.00437,0.3236110076240914
7020,2,815719.0,2094460.4882786144,161241843742.34882,0.4618950156905318
7020,1,820112.0,667872.6930863687,11983329617.111366,0.3375981010966902
7020,3,812833.0,1252760.0713977674,40503873147.93882,0.324317670928371
7020,4,822952.0,558980.4074155791,6079629794.803529,0.24450842432921394
7040,2,822251.0,1087623.1340134232,37007818486.177956,0.39313931463888374
7040,1,824570.0,478096.54145698954,2777143851.109451,0.1526782016838611
7040,3,814516.0,824452.3223988994,27448378150.242813,0.5074525752995881
7040,4,810279.0,2225465.422372003,152575335814.67236,0.3871261394692325
7060,2,823217.0,827227.2563961808,27463130926.147335,0.5043247015188853
7060,1,818548.0,2053065.1039508667,166882361296.2267,0.49752494173581363
7060,3,817791.0,898383.2624962828,23221613338.049324,0.3615588106822083
7060,4,812060.0,378773.814443107,2241570741.779165,0.19633712094499767
7080,2,821344.0,1750266.8347850936,65233284207.82294,0.2675904320557275
7080,1,814740.0,2433011.818161908,123566450358.25583,0.26231431897421426
7080,3,815704.0,364531.6404814911,2568570787.483943,0.2429019173722471
7080,4,819828.0,846810.2171488992,28440370948.63982,0.49839415676193427
7100,2,815389.0,1974894.7807655826,161191455022.81363,0.5193545675347189
7100,1,818781.0,896436.537200747,21254835634.51286,0.33237512699161276
7100,3,825671.0,680339.1469240852,14206381355.970497,0.3856935804691764
7100,4,811775.0,917217.5104402851,23156004288.905514,0.3458826765305013
7120,2,818792.0,305955.4514539412,1418615776.0889692,0.19044003722661954
7120,1,817899.0,2025093.08874181,161926110944.6476,0.4961771570231955
7120,3,821834.0,887118.3272717863,29096986750.470417,0.46461665861347184
7120,4,813091.0,946868.8268799307,27366962830.99549,0.38358077188715944
7140,2,821009.0,1081845.2045841243,29331750879.00427,0.31493258874788227
7140,1,815796.0,925768.5429108777,28778673153.15898,0.4219643799440294
7140,3,811245.0,2198904.3378302604,159230910646.63498,0.41383247732392486
7140,4,823566.0,402163.82403314137,2467341623.40434,0.19170486999985895
7160,2,823819.0,765381.0864553653,17325429402.120316,0.3716536643413671
7160,1,810832.0,526696.5428303829,3323916792.469137,0.1505702155643589
7160,3,820519.0,1037806.3101917051,31911146268.10273,0.3723228193644851
7160,4,816446.0,1963125.4851751889,167248183839.5104,0.5453497925910037
7180,2,812116.0,1385917.497290303,39736098046.11049,0.25996825976755455
7180,1,820824.0,2089969.1992448207,153157865735.892,0.44062526777634203
7180,3,813208.0,884341.3417096196,25391229126.19963,0.4079939585448805
7180,4,825468.0,299186.3781654733,1523483394.0004754,0.21387693710031244
7200,2,820074.0,1119474.8514878517,30030404082.29177,0.30112190999114286
7200,1,811306.0,876804.9551270276,28705671822.691856,0.4692146771667878
7200,3,825350.0,2322162.738826409,156643444229.19287,0.3650369133008301
7200,4,814886.0,502546.5134312061,4429156168.0261135,0.220383120855368
7220,2,818465.0,648908.57666179,8103970231.75145,0.2418469821618964
7220,1,820748.0,845256.0073302384,24437099684.047615,0.42981640993454906
7220,3,816660.0,2613735.60999804,156836402582.11035,0.28849176887408146
7220,4,815743.0,933071.7619752549,30431203804.29319,0.43923698714758574
7240,2,820022.0,844884.7778468672,28905768511.15894,0.5088612884507676
7240,1,816566.0,2181482.19390436,163924931291.8661,0.43286406086369844
7240,3,816108.0,674477.8957038478,6448153406.501717,0.17811880896393248
7240,4,818920.0,834495.6644922,20529823092.67586,0.3704647592236434
7260,2,820032.0,1906628.29121607,168551626544.24637,0.5826540183927782
7260,1,812055.0,753970.0482952555,21586162030.464767,0.4771743704743997
7260,3,822799.0,888344.7734508815,27965114343.720615,0.44531093564530905
7260,4,816730.0,403943.26045172295,1705773383.7708302,0.13136826507617344
7280,2,817351.0,891045.0691948317,23871554205.514553,0.37782545760450714
7280,1,823356.0,975297.2382080873,30913648892.164913,0.4084003872716303
7280,3,813641.0,2191657.236319686,162263265985.31842,0.42450695461839094
7280,4,817268.0,441438.26939378073,2760207219.2047005,0.17799655231275657
7300,2,812625.0,607357.152663472,8383357908.98147,0.28558774745090254
7300,1,823917.0,854090.4667572684,28698259216.604317,0.4943763301502219
7300,3,813778.0,1254578.1410239679,33376936755.094906,0.2664777219538285
7300,4,821296.0,2357921.098338491,149350122421.5219,0.3375646105795462
7320,2,824745.0,863296.3191135305,29005334918.862976,0.489066561468873
7320,1,820770.0,2139177.109257412,151265515631.4422,0.41539026166990056
7320,3,812329.0,237172.47420347872,783813325.1464355,0.1751031415926759
7320,4,813772.0,1211880.8373505657,38754012426.75098,0.33159402894984513
7340,2,822601.0,1030346.2271331782,29169266796.202183,0.3452780787666294
7340,1,809838.0,1960010.5798731297,161049996590.91086,0.5268096876591619
7340,3,818677.0,896586.6413673148,28361435665.12872,0.44335697731126295
7340,4,820500.0,309125.5528825644,1227977249.9608326,0.16148432508185015
7360,2,824123.0,468454.82984617015,5241122836.1340275,0.30012264170088254
7360,1,810303.0,2136934.240404376,164404810712.71793,0.4524202857448014
7360,3,826040.0,857183.9064120136,29132233080.432377,0.4982365949427867
7360,4,811150.0,827486.2701554406,21030509672.918236,0.3859562416966397
7380,2,812340.0,846197.659331968,28278842167.579144,0.49628122850826045
7380,1,822752.0,843122.9320026105,15902268252.338505,0.2811170169282656
7380,3,814518.0,262588.66684611083,1024630535.2233355,0.18673477455216386
7380,4,822006.0,2123303.2721341867,174602935347.06155,0.4866731050697147
7400,2,812728.0,1348909.194572698,36589457375.75559,0.25269718443419525
7400,1,813159.0,1857404.9051035747,129727755166.86325,0.4725302226250991
7400,3,823407.0,913359.0287248641,27478272287.63337,0.41391983125610016
7400,4,822322.0,1061236.7332218122,26013191471.950302,0.29025449458376934
7420,2,821578.0,1586895.777833687,56772292601.21642,0.2833018999965492
7420,1,810351.0,562559.9786018424,4931864051.9218445,0.19583183599220702
7420,3,814852.0,1856867.9102451194,128634954788.58438,0.4688207661992556
7420,4,824835.0,917282.7995336885,29469564860.479874,0.4401260634712526
7440,2,815878.0,1631763.1524557169,55398261403.250534,0.26145187180744395
7440,1,816134.0,959455.7120576558,28596454302.86203,0.390366181492549
7440,3,820580.0,2069768.9106610506,132924658735.11226,0.3899165772049424
7440,4,819024.0,348688.7328924589,2889301860.9777074,0.2986255431443564
7460,2,811631.0,235917.0083321915,1062212404.5677503,0.2398295697202087
7460,1,822457.0,2281166.4303778177,138608199964.3585,0.3347224516667322
7460,3,812453.0,895621.4612148472,29118342848.111916,0.4561708562910683
7460,4,825075.0,1451724.5970548936,51019921085.16438,0.30421538657798824
7480,2,812377.0,707890.3823717935,19909574242.6278,0.49927499172828876
7480,1,818310.0,872818.0257862501,28130027970.24134,0.46401563486717706
7480,3,824440.0,2202999.099977647,169136589605.89044,0.4379442150756657
7480,4,816489.0,506220.01022571756,2632484483.4429626,0.12909132769533532
7500,2,816313.0,747708.9999886686,20694326020.725777,0.46515311580594665
7500,1,814706.0,1924757.1686158578,163613278091.72757,0.5549789596882664
7500,3,824325.0,1161295.7836008677,32511771432.89998,0.3029457042786272
7500,4,816272.0,510958.9412980859,2989300756.8491406,0.14388233246376322
7520,2,825412.0,2252658.3110261327,155124563004.84802,0.3841490747121807
7520,1,812760.0,638891.2436955783,5959457360.429691,0.18346900634786056
7520,3,823525.0,1230733.714291578,41974603155.482864,0.3482316715534688
7520,4,809919.0,749376.3696576032,16750052781.441936,0.37482284735729104
7540,2,814483.0,2296319.6395282233,163404888037.99692,0.38941280422093255
7540,1,813393.0,712317.4803620938,13057980929.076582,0.32339901274186683
7540,3,817861.0,1115256.993494158,38216142099.64406,0.3861062187786592
7540,4,825879.0,588309.2581825267,5129665235.48497,0.1862462434936466
7560,2,815667.0,1102616.4496596553,37518362644.384834,0.3877973225349594
7560,1,817605.0,2214085.553944232,161118270876.79553,0.41301503324314487
7560,3,822765.0,952385.245267549,20063023197.437866,0.2779591162964238
7560,4,815579.0,244746.59106122708,1109019583.5843008,0.23265681383715286
7580,2,818080.0,1149395.7937021726,27689781831.15045,0.2633844864037527
7580,1,810146.0,2167291.501886438,161224134638.5609,0.4313256270951678
7580,3,824359.0,1004093.7681599596,29545965795.387962,0.36826420804836496
7580,4,819031.0,278768.88492020353,1348794037.1032157,0.2181056447076058
7600,2,816150.0,941627.9647957728,32758340756.602245,0.46427261160351047
7600,1,825475.0,2131210.919147391,163172883453.51953,0.4514451451246459
7600,3,814322.0,208585.21518453734,653148102.2910126,0.18864899236130883
7600,4,815669.0,932912.5941872186,23224303989.78975,0.3353286491666889
7620,2,810695.0,1986274.040792773,169318460558.83447,0.539306732407132
7620,1,823503.0,820190.3939055719,20863880020.578167,0.3897405409534859
7620,3,815677.0,860967.4363670393,27605096323.13381,0.46797826100688805
7620,4,821741.0,344125.7606263531,2021239399.6560512,0.21448318524276055
7640,2,820658.0,848991.993504886,29094444560.64059,0.5072391257308102
7640,1,813738.0,979227.8610066343,30366537267.75879,0.3979583417950055
7640,3,812696.0,2141024.085921133,159067158692.64923,0.43606103537556307
7640,4,824524.0,268165.7258821688,1280535781.1539114,0.2237664860725548
7660,2,820529.0,424435.0255114762,2769841986.1196804,0.19321570613211592
7660,1,815615.0,2304237.878928373,164760029531.19894,0.38994836333053323
7660,3,812681.0,881067.412677623,24219174253.40379,0.392058540303817
7660,4,822791.0,1074814.089681256,28059630531.480087,0.30522851966990305
7680,2,810413.0,907063.5348072392,22823470739.536125,0.3485909722812403
7680,1,814905.0,827472.0879241498,11782657240.733265,0.21624516296798427
7680,3,823075.0,948912.8172928917,27315305858.322353,0.381209141116172
7680,4,823223.0,1955017.332229898,157887242463.61078,0.5191055591333203
7700,2,820349.0,2005429.8136237804,165318532561.96933,0.5165548832753976
7700,1,810262.0,1170604.967589073,36232419876.917,0.3322664405167564
